Continents,Country,Lat,Long,Place
North America,USA,47.4799078,-122.2034496,"Renton, Washington"
North America,USA,42.5803122,-83.0302033,"Sterling Heights, Michigan"
North America,USA,41.6105938,-87.0641992,"Chesterton, Indiana"
North America,USA,32.5276503,-92.7140403,"Grambling, Louisiana"
Europe,Montenegro,42.4415238,19.2621081,"Podgorica, Montenegro"
North America,USA,42.3248426,-71.0950158,"Roxbury, Massachusetts"
North America,USA,42.4250964,-71.066163,"Malden, Massachusetts"
South America,Brazil,-22.8219014,-43.0309252,"Sao Goncalo, Brazil"
North America,USA,33.7440023,-90.7248187,"Cleveland, Mississippi"
North America,USA,29.9146493,-90.0539604,"Gretna, Louisiana"
North America,USA,33.0283854,-97.0867203,"Flower Mound, Texas"
North America,USA,42.7777829,-71.0767724,"Haverhill, Massachusetts"
North America,USA,42.2178171,-85.8911246,"Paw Paw, Michigan"
North America,USA,38.0951338,-76.8274659,"Montross, Virginia"
North America,USA,37.8500191,-99.7567932,"Spearville, Kansas"
North America,USA,40.7323235,-74.2348684,"Irvington, New Jersey"
North America,USA,35.756467,-84.2179718,"Antioch, Tennessee"
North America,USA,42.4153739,-71.1564428,"Arlington, Massachusetts"
North America,USA,43.7508284,-87.71453,"Sheboygan, Wisconsin"
South America,Brazil,-22.2343858,-45.9327241,"Pouso Alegre, Brazil"
Europe,Croatia,42.6499651,18.093652,"Dubrovnik, Croatia"
North America,USA,40.6178915,-75.3786521,"Bethlehem, Pennsylvania"
North America,USA,41.5894753,-88.057837,"Lockport, Illinois"
South America,Brazil,-23.5506507,-46.6333824,"Sao Paulo, Brazil"
North America,USA,29.5376944,-95.1220967,"Webster, Texas"
Europe,Serbia,45.7727669,19.114626,"Sombor, Serbia"
North America,USA,41.8616956,-88.1609031,"Winfield, Illinois"
Asia,Russia,56.488712,84.952324,"Tomsk, Russia"
North America,Canada,52.131802,-106.660767,"Saskatoon, Canada"
Europe,Serbia,43.9028683,22.2784785,"Zajecar, Serbia"
Africa,Tunisia,36.5013895,8.7811635,"Jendouba, Tunisia"
South America,Brazil,-19.9227318,-43.9450948,"Belo Horizonte, Brazil"
North America,USA,40.03813,-76.3056686,"Lancaster, Pennsylvania"
Europe,Germany,50.9929303,7.1277379,"Bergisch Gladbach, Germany"
Europe,Latvia,56.5048435,21.0070903,"Liepaja, Latvia"
North America,USA,41.1035786,-80.6520161,"Youngstown, Ohio"
Africa,Cape Verde,15.2272182,-23.1563014,"Maio, Cape Verde"
North America,USA,40.5382375,-74.3945173,"Edison, New Jersey"
North America,USA,32.844017,-97.1430671,"Bedford, Texas"
North America,USA,38.8791783,-99.3267702,"Hays, Kansas"
North America,USA,40.4667713,-74.6607144,"Belle Mead, New Jersey"
Europe,B&H,43.113402,17.7051041,"Capljina, Bosnia and Herzegovina"
Europe,Latvia,57.5391883,25.4216251,"Valmiera, Latvia"
Africa,Mali,14.443406,-11.437914,"Kayes, Mali"
North America,USA,41.3556187,-72.0997804,"New London, Connecticut"
North America,USA,45.5027976,-91.7331646,"Rice Lake, Wisconsin"
Africa,Cameroon,3.8689867,11.5213344,"Yaounde, Cameroon"
North America,The Bahamas,26.535681,-78.6953623,"Freeport, Bahamas"
Europe,Lithuania,54.6870458,25.2829111,"Vilnius, Lithuania"
North America,USA,42.194543,-71.1994976,"Norwood, Massachusetts"
Europe,France,43.5515198,7.0134418,"Cannes, France"
North America,USA,38.9340002,-76.8966397,"Landover, Maryland"
North America,Canada,43.453168,-80.494423,"Kitchener, Canada"
Africa,Senegal,14.582622,-17.034832,"Sindia, Senegal"
North America,USA,42.7070354,-71.1631137,"Lawrence, Massachusetts"
Europe,Greece,38.0546653,23.8081533,"Amarousio, Greece"
Europe,Austria,48.2083537,16.3725042,"Vienna, Austria"
North America,USA,41.5094771,-90.5787477,"Rock Island, Illinois"
Europe,Czechia,50.0874654,14.4212535,"Prague, Czech Republic"
Africa,Cameroon,4.0537386,9.6644366,"Douala, Cameroon"
North America,USA,37.6688205,-122.0807964,"Hayward, California"
North America,USA,43.150094,-77.6810141,"Monroe, New York"
North America,USA,36.3049177,-86.621443,"Hendersonville, Tennessee"
Europe,Germany,49.4093582,8.694724,"Heidelberg, Germany"
